game_title,author,number_of_ratings,wowie_rank,wowie_score,wowie_raw_score,fun_rank,fun_score,fun_raw_score,creativity_rank,creativity_score,creativity_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,on_topic_rank,on_topic_score,on_topic_raw_score
AI Betrayal,LuringFireGames, 21,#570,2.524,2.524,#528,2.619,2.619,#627,2.571,2.571,#482,3.381,3.381,#486,2.619,2.619,#572,2.667,2.667,#296,3.476,3.476
ReBootion,"Mille04, NinjaJD", 7,#571,2.510,3.286,#493,2.728,3.571,#613,2.619,3.429,#636,2.946,3.857,#527,2.510,3.286,#460,2.946,3.857,#716,2.182,2.857
Turret Defence,Tbone199, 7,#571,2.510,3.286,#574,2.510,3.286,#584,2.728,3.571,#600,3.055,4.000,#771,1.637,2.143,#715,2.073,2.714,#453,3.055,4.000
Roll with the Flow,Lpf-Game, 7,#571,2.510,3.286,#452,2.837,3.714,#435,3.164,4.143,#600,3.055,4.000,#527,2.510,3.286,#460,2.946,3.857,#693,2.291,3.000
Nuts 'n' Bolts,ItsFalse, 7,#571,2.510,3.286,#674,2.182,2.857,#516,2.946,3.857,#771,2.400,3.143,#567,2.400,3.143,#555,2.728,3.571,#485,2.946,3.857
A Helping Rand,ArcherTheThirld, 7,#571,2.510,3.286,#452,2.837,3.714,#701,2.291,3.000,#514,3.273,4.286,#632,2.182,2.857,#585,2.619,3.429,#628,2.510,3.286
Hailia,"carolynneon, stkilla07", 7,#571,2.510,3.286,#529,2.619,3.429,#554,2.837,3.714,#600,3.055,4.000,#457,2.728,3.571,#668,2.291,3.000,#485,2.946,3.857
BugEliminator,AL43868, 9,#577,2.502,2.889,#578,2.502,2.889,#426,3.175,3.667,#445,3.464,4.000,#533,2.502,2.889,#616,2.502,2.889,#411,3.175,3.667
BoxAndUnBox - Wowie Jam,Duck-VG, 9,#577,2.502,2.889,#541,2.598,3.000,#621,2.598,3.000,#342,3.657,4.222,#400,2.887,3.333,#567,2.694,3.111,#846,1.636,1.889
Robobean,Egglord Studios, 9,#577,2.502,2.889,#472,2.791,3.222,#640,2.502,2.889,#256,3.849,4.444,#351,2.983,3.444,#529,2.791,3.222,#442,3.079,3.556
EZ AI,"kewyj, jiawendh", 9,#577,2.502,2.889,#472,2.791,3.222,#696,2.309,2.667,#550,3.175,3.667,#351,2.983,3.444,#223,3.657,4.222,#603,2.598,3.000
untitled AI Hat Puzzle game,MitziTheDev, 9,#577,2.502,2.889,#723,2.021,2.333,#534,2.887,3.333,#550,3.175,3.667,#819,1.443,1.667,#690,2.213,2.556,#340,3.368,3.889
Friend or Foe?,Axhaya, 9,#577,2.502,2.889,#364,3.079,3.556,#348,3.368,3.889,#445,3.464,4.000,#684,1.925,2.222,#529,2.791,3.222,#574,2.694,3.111
where!,lue, 14,#583,2.500,2.500,#648,2.286,2.286,#377,3.286,3.286,#320,3.714,3.714,#877,1.286,1.286,#499,2.857,2.857,#261,3.571,3.571
Garage Buddies,ShockLaPod, 24,#583,2.500,2.500,#653,2.250,2.250,#430,3.167,3.167,#454,3.458,3.458,#329,3.000,3.000,#472,2.917,2.917,#538,2.792,2.792
Cyber Run,Enes Dev, 16,#583,2.500,2.500,#608,2.375,2.375,#695,2.313,2.313,#530,3.250,3.250,#594,2.313,2.313,#525,2.813,2.813,#715,2.188,2.188
Artificial but not really intelligent,lesiu66, 12,#583,2.500,2.500,#653,2.250,2.250,#558,2.833,2.833,#335,3.667,3.667,#539,2.500,2.500,#572,2.667,2.667,#284,3.500,3.500
Game Maker,omarglimo, 16,#583,2.500,2.500,#639,2.313,2.313,#539,2.875,2.875,#571,3.125,3.125,#329,3.000,3.000,#549,2.750,2.750,#461,3.000,3.000
TAG,MBAgames dev, 18,#583,2.500,2.500,#764,1.833,1.833,#644,2.500,2.500,#122,4.111,4.111,#53,3.778,3.778,#203,3.722,3.722,#709,2.222,2.222
(a)i your bot,rave_1111, 49,#589,2.490,2.490,#607,2.388,2.388,#519,2.939,2.939,#393,3.571,3.571,#503,2.592,2.592,#680,2.265,2.265,#226,3.694,3.694
Antivirus AI,The SDB, 21,#590,2.476,2.476,#551,2.571,2.571,#688,2.333,2.333,#105,4.143,4.143,#428,2.810,2.810,#712,2.095,2.095,#635,2.476,2.476
Spatium Navis,CatNoise17, 6,#591,2.475,3.500,#465,2.828,4.000,#647,2.475,3.500,#586,3.064,4.333,#581,2.357,3.333,#684,2.239,3.167,#608,2.593,3.667
Maia.exe,Painiteツ, 6,#591,2.475,3.500,#616,2.357,3.333,#421,3.182,4.500,#667,2.828,4.000,#469,2.711,3.833,#518,2.828,4.000,#734,2.121,3.000
Bolts,"Jokatin, Bulf!", 10,#593,2.465,2.700,#649,2.282,2.500,#677,2.373,2.600,#398,3.560,3.900,#213,3.286,3.600,#603,2.556,2.800,#764,2.008,2.200
AIstroids,DarkRoastTech, 10,#593,2.465,2.700,#696,2.100,2.300,#562,2.830,3.100,#643,2.921,3.200,#572,2.373,2.600,#551,2.739,3.000,#333,3.378,3.700
Hover-Board Hacker,SimplyChicken, 10,#593,2.465,2.700,#557,2.556,2.800,#605,2.647,2.900,#349,3.651,4.000,#545,2.465,2.700,#603,2.556,2.800,#495,2.921,3.200
RPG AI DUO,Noyou123, 10,#593,2.465,2.700,#673,2.191,2.400,#485,3.012,3.300,#817,2.191,2.400,#726,1.826,2.000,#732,2.008,2.200,#333,3.378,3.700
AlAi,IAMST, 13,#597,2.462,2.462,#426,2.923,2.923,#443,3.154,3.154,#504,3.308,3.308,#383,2.923,2.923,#311,3.385,3.385,#273,3.538,3.538
Ai Maze,GameDevShailoh, 13,#597,2.462,2.462,#512,2.692,2.692,#672,2.385,2.385,#51,4.308,4.308,#490,2.615,2.615,#641,2.385,2.385,#786,1.923,1.923
Snakes of Gold,Proceleon, 5,#599,2.453,3.800,#628,2.324,3.600,#691,2.324,3.600,#783,2.324,3.600,#629,2.195,3.400,#561,2.711,4.200,#807,1.807,2.800
Ghostin AI,Loc@lTrash, 5,#599,2.453,3.800,#628,2.324,3.600,#691,2.324,3.600,#534,3.227,5.000,#751,1.678,2.600,#561,2.711,4.200,#828,1.678,2.600
Balls Don't Cry,humanofculture, 5,#599,2.453,3.800,#549,2.582,4.000,#657,2.453,3.800,#656,2.840,4.400,#466,2.711,4.200,#630,2.453,3.800,#807,1.807,2.800
NEUROFARM,Instant Regret Games, 5,#599,2.453,3.800,#628,2.324,3.600,#657,2.453,3.800,#689,2.711,4.200,#553,2.453,3.800,#505,2.840,4.400,#674,2.324,3.600
Anomali,"AquaduckStudio, Olinreedster, Deanna Joan Music (Fergies Human)", 8,#603,2.449,3.000,#791,1.735,2.125,#628,2.552,3.125,#435,3.470,4.250,#513,2.552,3.125,#361,3.266,4.000,#478,2.960,3.625
Burst,DevParty, 8,#603,2.449,3.000,#564,2.552,3.125,#545,2.858,3.500,#630,2.960,3.625,#320,3.062,3.750,#775,1.837,2.250,#619,2.552,3.125
Bullet Buddies,challe535, 8,#603,2.449,3.000,#484,2.756,3.375,#757,2.041,2.500,#332,3.674,4.500,#410,2.858,3.500,#493,2.858,3.500,#913,1.327,1.625
AIming Practice,Mason Cowan, 8,#603,2.449,3.000,#520,2.654,3.250,#470,3.062,3.750,#489,3.368,4.125,#714,1.837,2.250,#493,2.858,3.500,#583,2.654,3.250
ChessBot Babysitter,MyYeeziesHaveTheSneezies, 8,#603,2.449,3.000,#656,2.245,2.750,#470,3.062,3.750,#704,2.654,3.250,#513,2.552,3.125,#541,2.756,3.375,#382,3.266,4.000
Trash Trail,LimeMug, 8,#603,2.449,3.000,#597,2.449,3.000,#574,2.756,3.375,#803,2.245,2.750,#445,2.756,3.375,#455,2.960,3.625,#583,2.654,3.250
ChargeTheAI,r8teful, 18,#609,2.444,2.444,#561,2.556,2.556,#265,3.556,3.556,#202,3.944,3.944,#905,1.111,1.111,#477,2.889,2.889,#310,3.444,3.444
The Navigator,jakerutter, 19,#610,2.421,2.421,#569,2.526,2.526,#583,2.737,2.737,#615,3.000,3.000,#416,2.842,2.842,#232,3.632,3.632,#813,1.789,1.789
Botbo n' the Hero,KaneDev, 17,#611,2.412,2.412,#568,2.529,2.529,#608,2.647,2.647,#381,3.588,3.588,#693,1.882,1.882,#521,2.824,2.824,#389,3.235,3.235
"De, shinde burauza no Web gēmu ni risupōn shita",firstbober, 9,#612,2.406,2.778,#667,2.213,2.556,#501,2.983,3.444,#517,3.272,3.778,#819,1.443,1.667,#480,2.887,3.333,#657,2.406,2.778
Robot's Helping Hand - Wowie 4.0 Jam submission,NBGamer, 7,#613,2.400,3.143,#700,2.073,2.714,#613,2.619,3.429,#514,3.273,4.286,#957,0.764,1.000,#508,2.837,3.714,#522,2.837,3.714
SURVAIMA,Fkjaha, 7,#613,2.400,3.143,#452,2.837,3.714,#730,2.182,2.857,#660,2.837,3.714,#675,1.964,2.571,#555,2.728,3.571,#693,2.291,3.000
Bullet Slow-Mo,Marlartate430, 7,#613,2.400,3.143,#644,2.291,3.000,#584,2.728,3.571,#636,2.946,3.857,#567,2.400,3.143,#695,2.182,2.857,#592,2.619,3.429
Mind Tanks,"devlogerio, Davidoen, Louise24silver", 7,#613,2.400,3.143,#574,2.510,3.286,#554,2.837,3.714,#771,2.400,3.143,#653,2.073,2.714,#668,2.291,3.000,#485,2.946,3.857
Robot Racer,Cody_Jacobs, 7,#613,2.400,3.143,#700,2.073,2.714,#634,2.510,3.286,#710,2.619,3.429,#804,1.528,2.000,#508,2.837,3.714,#558,2.728,3.571
Mr Squishi,Se Wiesa, 7,#613,2.400,3.143,#674,2.182,2.857,#634,2.510,3.286,#600,3.055,4.000,#709,1.855,2.429,#508,2.837,3.714,#693,2.291,3.000
Totally not a robot,"John Wuller, Sirchedge", 7,#613,2.400,3.143,#735,1.964,2.571,#634,2.510,3.286,#660,2.837,3.714,#527,2.510,3.286,#695,2.182,2.857,#815,1.746,2.286
droid puzzle,Rashaad.tk Games, 13,#620,2.385,2.385,#594,2.462,2.462,#655,2.462,2.462,#259,3.846,3.846,#639,2.154,2.154,#819,1.615,1.615,#248,3.615,3.615
The RepAIr Shop,EliteAnorak, 16,#621,2.375,2.375,#639,2.313,2.313,#342,3.375,3.375,#615,3.000,3.000,#594,2.313,2.313,#486,2.875,2.875,#406,3.188,3.188
Overcrafted,"Wardergrip, jarnogabriel", 10,#622,2.373,2.600,#524,2.647,2.900,#374,3.286,3.600,#686,2.739,3.000,#878,1.278,1.400,#603,2.556,2.800,#300,3.469,3.800
Escape with AI!,Thisen Keerthirathna, 14,#623,2.357,2.357,#615,2.357,2.357,#716,2.214,2.214,#289,3.786,3.786,#829,1.429,1.429,#296,3.429,3.429,#785,1.929,1.929
Cloud Lift,Link64.blend, 6,#624,2.357,3.333,#689,2.121,3.000,#679,2.357,3.333,#721,2.593,3.667,#907,1.061,1.500,#684,2.239,3.167,#565,2.711,3.833
World of Ten-hue,TheFriendlyEnemy, 6,#624,2.357,3.333,#586,2.475,3.500,#421,3.182,4.500,#695,2.711,3.833,#965,0.707,1.000,#594,2.593,3.667,#565,2.711,3.833
Robo Bobo,WillowBranch, 11,#626,2.350,2.455,#621,2.350,2.455,#747,2.089,2.182,#427,3.482,3.636,#634,2.176,2.273,#439,3.046,3.182,#741,2.089,2.182
AI Survivors,"WakerLink, JAYTOn", 11,#626,2.350,2.455,#476,2.785,2.909,#511,2.959,3.091,#344,3.656,3.818,#404,2.872,3.000,#534,2.785,2.909,#624,2.524,2.636
Slaime,Studysiek, 8,#628,2.347,2.875,#719,2.041,2.500,#685,2.347,2.875,#560,3.164,3.875,#777,1.633,2.000,#541,2.756,3.375,#673,2.347,2.875
AIsteroids,bbrainstormer, 8,#628,2.347,2.875,#622,2.347,2.875,#685,2.347,2.875,#391,3.572,4.375,#855,1.327,1.625,#493,2.858,3.500,#619,2.552,3.125
Nameless Project,Mikumabu, 8,#628,2.347,2.875,#484,2.756,3.375,#662,2.449,3.000,#391,3.572,4.375,#513,2.552,3.125,#455,2.960,3.625,#549,2.756,3.375
Escaping With Sussy,kleemoff developer, 8,#628,2.347,2.875,#656,2.245,2.750,#741,2.143,2.625,#630,2.960,3.625,#478,2.654,3.250,#576,2.654,3.250,#704,2.245,2.750
Bullet Dodger 3000,Niram Games, 8,#628,2.347,2.875,#656,2.245,2.750,#574,2.756,3.375,#704,2.654,3.250,#590,2.347,2.875,#576,2.654,3.250,#478,2.960,3.625
Ai Monster Defense Game,Lubius-Studio, 26,#633,2.346,2.346,#491,2.731,2.731,#619,2.615,2.615,#583,3.077,3.077,#807,1.500,1.500,#611,2.538,2.538,#701,2.269,2.269
Will You Shelp,bruceleonardo, 64,#634,2.328,2.328,#554,2.563,2.563,#768,2.000,2.000,#413,3.500,3.500,#562,2.422,2.422,#570,2.688,2.688,#548,2.766,2.766
Robo-Push,Pugsedo, 5,#635,2.324,3.600,#628,2.324,3.600,#720,2.195,3.400,#728,2.582,4.000,#655,2.066,3.200,#692,2.195,3.400,#674,2.324,3.600
Slime-AI,Nikaxe, 22,#636,2.318,2.318,#582,2.500,2.500,#644,2.500,2.500,#226,3.909,3.909,#576,2.364,2.364,#662,2.318,2.318,#613,2.591,2.591
flamethrower,CrazzyKai, 19,#637,2.316,2.316,#550,2.579,2.579,#708,2.263,2.263,#261,3.842,3.842,#676,1.947,1.947,#664,2.316,2.316,#655,2.421,2.421
The Lucky Fisherman,DatChipmunk, 9,#638,2.309,2.667,#605,2.406,2.778,#501,2.983,3.444,#517,3.272,3.778,#596,2.309,2.667,#616,2.502,2.889,#539,2.791,3.222
AI Escorter,Lochi, 9,#638,2.309,2.667,#508,2.694,3.111,#534,2.887,3.333,#550,3.175,3.667,#626,2.213,2.556,#616,2.502,2.889,#411,3.175,3.667
Myric's Game,Jordancjb, 9,#638,2.309,2.667,#667,2.213,2.556,#462,3.079,3.556,#492,3.368,3.889,#662,2.021,2.333,#665,2.309,2.667,#657,2.406,2.778
dumb AI?,Apinguin, 17,#641,2.294,2.294,#717,2.059,2.059,#537,2.882,2.882,#512,3.294,3.294,#647,2.118,2.118,#614,2.529,2.529,#236,3.647,3.647
Autoficial Intelligence,"wavedotdev, blazecus", 17,#641,2.294,2.294,#620,2.353,2.353,#473,3.059,3.059,#640,2.941,2.941,#470,2.706,2.706,#441,3.000,3.000,#279,3.529,3.529
Lead the wAI,just_ahcino, 7,#643,2.291,3.000,#700,2.073,2.714,#666,2.400,3.143,#660,2.837,3.714,#771,1.637,2.143,#668,2.291,3.000,#416,3.164,4.143
24 months until reality,Vezy, 7,#643,2.291,3.000,#644,2.291,3.000,#584,2.728,3.571,#737,2.510,3.286,#487,2.619,3.429,#743,1.964,2.571,#742,2.073,2.714
D.O.G,Slimcl0udy, 7,#643,2.291,3.000,#493,2.728,3.571,#749,2.073,2.714,#636,2.946,3.857,#709,1.855,2.429,#715,2.073,2.714,#522,2.837,3.714
The Experiment,Ima Person, 10,#646,2.282,2.500,#793,1.734,1.900,#677,2.373,2.600,#213,3.925,4.300,#906,1.095,1.200,#732,2.008,2.200,#495,2.921,3.200
The brAIn,Beanie Bongle, 10,#646,2.282,2.500,#610,2.373,2.600,#653,2.465,2.700,#483,3.378,3.700,#747,1.734,1.900,#645,2.373,2.600,#805,1.826,2.000
Controlled by music,cool_boys, 10,#646,2.282,2.500,#557,2.556,2.800,#262,3.560,3.900,#213,3.925,4.300,#687,1.917,2.100,#694,2.191,2.400,#435,3.104,3.400
Yellow Circle,TimDevs, 15,#649,2.267,2.267,#627,2.333,2.333,#790,1.933,1.933,#62,4.267,4.267,#454,2.733,2.733,#640,2.400,2.400,#812,1.800,1.800
A generic boss fight... with AI,EmperorNecro, 16,#650,2.250,2.250,#788,1.750,1.750,#756,2.063,2.063,#765,2.438,2.438,#631,2.188,2.188,#770,1.875,1.875,#632,2.500,2.500
Shield bug,portomat, 12,#650,2.250,2.250,#603,2.417,2.417,#644,2.500,2.500,#11,4.500,4.500,#475,2.667,2.667,#697,2.167,2.167,#553,2.750,2.750
Great collaboration,white_axolotl, 16,#650,2.250,2.250,#608,2.375,2.375,#674,2.375,2.375,#116,4.125,4.125,#705,1.875,1.875,#570,2.688,2.688,#617,2.563,2.563
Droids Invasion,Jan_Hunter, 8,#653,2.245,2.750,#656,2.245,2.750,#628,2.552,3.125,#523,3.266,4.000,#714,1.837,2.250,#817,1.633,2.000,#891,1.429,1.750
AttemptTo: FollowPath,LaptopCoder11, 8,#653,2.245,2.750,#656,2.245,2.750,#574,2.756,3.375,#704,2.654,3.250,#744,1.735,2.125,#608,2.552,3.125,#448,3.062,3.750
Worldbuilder - Dungeons & Dummies,GameDevploration, 8,#653,2.245,2.750,#622,2.347,2.875,#384,3.266,4.000,#854,2.041,2.500,#590,2.347,2.875,#541,2.756,3.375,#753,2.041,2.500
Welcome to adulthood,"Stegg95, TeaNCake, Taziki, rikkimander", 8,#653,2.245,2.750,#597,2.449,3.000,#685,2.347,2.875,#650,2.858,3.500,#554,2.449,3.000,#493,2.858,3.500,#816,1.735,2.125
Arty-Ficial,Round boi, 8,#653,2.245,2.750,#520,2.654,3.250,#628,2.552,3.125,#681,2.756,3.375,#677,1.939,2.375,#401,3.164,3.875,#510,2.858,3.500
Mini Botnet,megabattleclems, 8,#653,2.245,2.750,#622,2.347,2.875,#574,2.756,3.375,#681,2.756,3.375,#879,1.225,1.500,#633,2.449,3.000,#619,2.552,3.125
'Huggy Toons',KoffiGameStudio, 6,#659,2.239,3.167,#781,1.768,2.500,#679,2.357,3.333,#721,2.593,3.667,#671,2.003,2.833,#392,3.182,4.500,#766,2.003,2.833
Drone-E,"flippingkun, MeRRFiS", 6,#659,2.239,3.167,#546,2.593,3.667,#593,2.711,3.833,#545,3.182,4.500,#619,2.239,3.167,#648,2.357,3.333,#484,2.946,4.167
RedPanda Delivery,Quaffy_2, 6,#659,2.239,3.167,#616,2.357,3.333,#679,2.357,3.333,#469,3.418,4.833,#543,2.475,3.500,#594,2.593,3.667,#530,2.828,4.000
Me and My friend FRED THE AI (game jam),coco43, 6,#659,2.239,3.167,#820,1.650,2.333,#624,2.593,3.667,#667,2.828,4.000,#735,1.768,2.500,#734,2.003,2.833,#836,1.650,2.333
Robro,PickleStudios, 6,#659,2.239,3.167,#743,1.886,2.667,#709,2.239,3.167,#804,2.239,3.167,#688,1.886,2.667,#734,2.003,2.833,#608,2.593,3.667
Tapwai,THE_JPEG, 6,#659,2.239,3.167,#689,2.121,3.000,#709,2.239,3.167,#804,2.239,3.167,#581,2.357,3.333,#911,1.296,1.833,#667,2.357,3.333
LA.I.SER,productivityishard, 6,#659,2.239,3.167,#616,2.357,3.333,#593,2.711,3.833,#667,2.828,4.000,#688,1.886,2.667,#623,2.475,3.500,#636,2.475,3.500
Do It! I Order You!,TheGamer, 6,#659,2.239,3.167,#820,1.650,2.333,#514,2.946,4.167,#721,2.593,3.667,#836,1.414,2.000,#734,2.003,2.833,#530,2.828,4.000
Just Follow Your Nose,kritzelbauer, 6,#659,2.239,3.167,#663,2.239,3.167,#792,1.886,2.667,#667,2.828,4.000,#644,2.121,3.000,#594,2.593,3.667,#734,2.121,3.000
C47 & MOU5,Vaughnt, 6,#659,2.239,3.167,#616,2.357,3.333,#593,2.711,3.833,#870,2.003,2.833,#644,2.121,3.000,#347,3.300,4.667,#565,2.711,3.833
Fetch,ReptilianZart, 13,#669,2.231,2.231,#642,2.308,2.308,#522,2.923,2.923,#368,3.615,3.615,#599,2.308,2.308,#714,2.077,2.077,#461,3.000,3.000
Jonas and Roller,BrouxtForce, 14,#670,2.214,2.214,#602,2.429,2.429,#486,3.000,3.000,#175,4.000,4.000,#829,1.429,1.429,#771,1.857,1.857,#513,2.857,2.857
SquareGameBeat,JonasR, 14,#670,2.214,2.214,#688,2.143,2.143,#663,2.429,2.429,#105,4.143,4.143,#580,2.357,2.357,#706,2.143,2.143,#374,3.286,3.286
Artifical Companion,ExtremTheDeveloper, 9,#672,2.213,2.556,#641,2.309,2.667,#717,2.213,2.556,#580,3.079,3.556,#626,2.213,2.556,#591,2.598,3.000,#710,2.213,2.556
State of Mind,tusj, 5,#673,2.195,3.400,#628,2.324,3.600,#625,2.582,4.000,#756,2.453,3.800,#727,1.807,2.800,#830,1.549,2.400,#437,3.098,4.800
2 Robots in a Trench Coat,Night Stroll Studio, 5,#673,2.195,3.400,#709,2.066,3.200,#461,3.098,4.800,#849,2.066,3.200,#466,2.711,4.200,#782,1.807,2.800,#475,2.969,4.600
robot is my best friend,ratik, 5,#673,2.195,3.400,#671,2.195,3.400,#824,1.807,2.800,#656,2.840,4.400,#466,2.711,4.200,#657,2.324,3.600,#437,3.098,4.800
Bob the dumb robot,EmeraldGamesStudios, 5,#673,2.195,3.400,#844,1.549,2.400,#720,2.195,3.400,#728,2.582,4.000,#870,1.291,2.000,#806,1.678,2.600,#674,2.324,3.600
Grid bots,laneeakea, 5,#673,2.195,3.400,#628,2.324,3.600,#657,2.453,3.800,#656,2.840,4.400,#507,2.582,4.000,#453,2.969,4.600,#519,2.840,4.400
Event [Infinity],<Developer On Trip/>, 10,#678,2.191,2.400,#696,2.100,2.300,#745,2.100,2.300,#708,2.647,2.900,#424,2.830,3.100,#470,2.921,3.200,#787,1.917,2.100
Guide The Goo,EngWarrior18, 10,#678,2.191,2.400,#696,2.100,2.300,#605,2.647,2.900,#349,3.651,4.000,#545,2.465,2.700,#795,1.734,1.900,#618,2.556,2.800
It's fricking raw!,LouTheComposter, 10,#678,2.191,2.400,#590,2.465,2.700,#706,2.282,2.500,#541,3.195,3.500,#545,2.465,2.700,#470,2.921,3.200,#460,3.012,3.300
Useful and Useless,TimeTickswithcats, 16,#681,2.188,2.188,#843,1.563,1.563,#674,2.375,2.375,#460,3.438,3.438,#705,1.875,1.875,#829,1.563,1.563,#703,2.250,2.250
Coin me up !,"Luvik, TommyBomby", 7,#682,2.182,2.857,#735,1.964,2.571,#634,2.510,3.286,#875,1.964,2.571,#653,2.073,2.714,#668,2.291,3.000,#628,2.510,3.286
Mazewalker 3000,BBernYY, 7,#682,2.182,2.857,#700,2.073,2.714,#613,2.619,3.429,#818,2.182,2.857,#601,2.291,3.000,#743,1.964,2.571,#378,3.273,4.286
Space Defenders,Mongoosenberry, 7,#682,2.182,2.857,#674,2.182,2.857,#701,2.291,3.000,#600,3.055,4.000,#632,2.182,2.857,#772,1.855,2.429,#628,2.510,3.286
PC INVADERS,elliotced, 7,#682,2.182,2.857,#700,2.073,2.714,#813,1.855,2.429,#818,2.182,2.857,#709,1.855,2.429,#668,2.291,3.000,#869,1.528,2.000
BLOCK AI,Sivta Tres, 7,#682,2.182,2.857,#644,2.291,3.000,#666,2.400,3.143,#558,3.164,4.143,#487,2.619,3.429,#638,2.400,3.143,#693,2.291,3.000
Robot Runner,JerryAsh, 11,#687,2.176,2.273,#699,2.089,2.182,#747,2.089,2.182,#173,4.004,4.182,#524,2.524,2.636,#309,3.395,3.545,#717,2.176,2.273
FrAInds,Chiori, 11,#687,2.176,2.273,#651,2.263,2.364,#600,2.698,2.818,#506,3.307,3.455,#634,2.176,2.273,#713,2.089,2.182,#395,3.220,3.364
Fall of Vestia,TolbiNox, 11,#687,2.176,2.273,#680,2.176,2.273,#734,2.176,2.273,#633,2.959,3.091,#795,1.567,1.636,#653,2.350,2.455,#654,2.437,2.545
Robot Doctor,Meritcoding, 18,#690,2.167,2.167,#718,2.056,2.056,#591,2.722,2.722,#513,3.278,3.278,#607,2.278,2.278,#679,2.278,2.278,#580,2.667,2.667
Pathfinding Planets,NameGoesThere, 12,#690,2.167,2.167,#603,2.417,2.417,#527,2.917,2.917,#702,2.667,2.667,#504,2.583,2.583,#681,2.250,2.250,#526,2.833,2.833
Super Dumb Cyber Rangers,"Rataiada, Gabriel LF, Jucas.art, Thierry Arnone, Gustavo Mondini, AntisocialTea, Enezio Filho", 4,#692,2.165,3.750,#682,2.165,3.750,#580,2.742,4.750,#856,2.021,3.500,#748,1.732,3.000,#591,2.598,4.500,#603,2.598,4.500
A And I,Bupio, 8,#693,2.143,2.625,#719,2.041,2.500,#757,2.041,2.500,#590,3.062,3.750,#714,1.837,2.250,#723,2.041,2.500,#448,3.062,3.750
Deeplearning with Blobby,Goldbeard Studios, 8,#693,2.143,2.625,#761,1.837,2.250,#545,2.858,3.500,#778,2.347,2.875,#513,2.552,3.125,#324,3.368,4.125,#299,3.470,4.250
Ninja,Dxsourav, 14,#695,2.143,2.143,#551,2.571,2.571,#351,3.357,3.357,#357,3.643,3.643,#708,1.857,1.857,#646,2.357,2.357,#892,1.429,1.429
Kooky Cooking Simulator,Dustbunny, 31,#696,2.129,2.129,#732,2.000,2.000,#610,2.645,2.645,#355,3.645,3.645,#509,2.581,2.581,#675,2.290,2.290,#543,2.774,2.774
Drop your I.A.head,calixe, 6,#697,2.121,3.000,#663,2.239,3.167,#593,2.711,3.833,#721,2.593,3.667,#907,1.061,1.500,#623,2.475,3.500,#667,2.357,3.333
Melting Matt,secondBitGames, 6,#697,2.121,3.000,#586,2.475,3.500,#647,2.475,3.500,#695,2.711,3.833,#688,1.886,2.667,#734,2.003,2.833,#636,2.475,3.500
PK AI SYSTEMS inc,PumpkinKingGames, 6,#697,2.121,3.000,#689,2.121,3.000,#836,1.768,2.500,#843,2.121,3.000,#688,1.886,2.667,#648,2.357,3.333,#706,2.239,3.167
Sword Smash Pro,LVGames, 6,#697,2.121,3.000,#743,1.886,2.667,#743,2.121,3.000,#695,2.711,3.833,#581,2.357,3.333,#684,2.239,3.167,#836,1.650,2.333
gauntlet goose(lol everything but the character controls was done in like 2-ish hours),PenguinWhoLikesVideogames, 17,#701,2.118,2.118,#678,2.176,2.176,#683,2.353,2.353,#271,3.824,3.824,#844,1.353,1.353,#652,2.353,2.353,#776,1.941,1.941
mAIhem,Jodra33, 9,#702,2.117,2.444,#693,2.117,2.444,#640,2.502,2.889,#517,3.272,3.778,#662,2.021,2.333,#724,2.021,2.333,#603,2.598,3.000
Tower of The Sword Wizard,EroAxe, 9,#702,2.117,2.444,#578,2.502,2.889,#640,2.502,2.889,#674,2.791,3.222,#496,2.598,3.000,#480,2.887,3.333,#865,1.540,1.778
Alien X AI,Wisdev, 9,#702,2.117,2.444,#693,2.117,2.444,#602,2.694,3.111,#674,2.791,3.222,#496,2.598,3.000,#287,3.464,4.000,#411,3.175,3.667
Disquette,"Becher, Brikou, Texz, OpheliePELLOUXPRAYER, Errupto", 9,#702,2.117,2.444,#667,2.213,2.556,#717,2.213,2.556,#740,2.502,2.889,#496,2.598,3.000,#327,3.368,3.889,#683,2.309,2.667
Robotic Riot,Jaz Dev, 10,#706,2.100,2.300,#610,2.373,2.600,#763,2.008,2.200,#483,3.378,3.700,#650,2.100,2.300,#709,2.100,2.300,#700,2.282,2.500
APOCALYPSE INTELIGENCE,Hard Death Studios, 11,#707,2.089,2.182,#731,2.002,2.091,#455,3.133,3.273,#506,3.307,3.455,#609,2.263,2.364,#407,3.133,3.273,#425,3.133,3.273
Planchette,whataboutme42, 7,#708,2.073,2.714,#644,2.291,3.000,#666,2.400,3.143,#600,3.055,4.000,#369,2.946,3.857,#555,2.728,3.571,#742,2.073,2.714
Blipblop diner,Static gamin, 7,#708,2.073,2.714,#700,2.073,2.714,#666,2.400,3.143,#600,3.055,4.000,#567,2.400,3.143,#460,2.946,3.857,#742,2.073,2.714
Race2Kill,pymaster, 7,#708,2.073,2.714,#606,2.400,3.143,#701,2.291,3.000,#710,2.619,3.429,#771,1.637,2.143,#791,1.746,2.286,#742,2.073,2.714
